year,country_code,country,type,indicator,indicator_name,value,yoy_change_pct,period
2022,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),9.28010608956872,11.786153160778557,Recovery
2023,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.59356282283203,-50.5009664922321,Recovery
2024,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.36746407652336,-4.9220780259031205,Recovery
2015,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.631200905175754,,Pre-Trade War
2016,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.66824816969082,322.7256564132877,Pre-Trade War
2017,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.52025688811617,31.93138959499693,Pre-Trade War
2018,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.53962805942641,0.5502772077695228,Trade War 1.0
2019,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.7958236745225,-21.01363116170014,Trade War 1.0
2020,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.22093436652514,15.205203957479373,Trade War 1.0
2021,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.83471554810444,-43.037785334204216,Recovery
2022,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.15650749963129,72.04342672587455,Recovery
2023,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.25289282667662,3.053543419636706,Recovery
2024,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.62109273885843,11.319152883311823,Recovery
2015,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.521975611895763,,Pre-Trade War
2016,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.529809760375464,1.5008648490775656,Pre-Trade War
2017,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.576763191179996,-208.8623189522324,Pre-Trade War
2018,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.438784215129623,-23.92298575227776,Trade War 1.0
2019,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.567829988405447,29.409848583022068,Trade War 1.0
2020,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.172111865925382,-130.3104572565282,Trade War 1.0
2021,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.31610315765146,-1445.6963848475104,Recovery
2022,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),6.13095418919732,164.70989294855664,Recovery
2023,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.83372362825798,-21.158705821437184,Recovery
2024,SG,Singapore,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.38951123595017,-50.56582834026605,Recovery
2015,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.10438980238359,,Pre-Trade War
2016,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.09056659525742,-0.6568748389919388,Pre-Trade War
2017,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.87120115774237,85.17473523801775,Pre-Trade War
2018,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.884709160571235,-77.14639140356155,Trade War 1.0
2019,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.662891865764326,-25.072340684670547,Trade War 1.0
2020,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-1.1387021539305,-271.7779645127424,Trade War 1.0
2021,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.47710241465447,-317.53734337852654,Recovery
2022,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.37869862549928,36.39721173864237,Recovery
2023,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.48886560125754,-26.336560992037196,Recovery
2024,MY,Malaysia,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.834100204499,-26.307784415024614,Recovery
2015,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.8235649187872,,Pre-Trade War
2016,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.6079620604584,-4.368968756796477,Pre-Trade War
2017,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.3130208877206,2.649803940866158,Pre-Trade War
2018,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.6103792720958,1.0887055869710949,Trade War 1.0
2019,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.4537594940475,-4.1890760233678765,Trade War 1.0
2020,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),23.4015629969394,-11.537855319940027,Trade War 1.0
2021,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.6095576621932,9.435244413129906,Recovery
2022,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.3139397355363,6.655257758939115,Recovery
2023,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.2903297883366,-7.408707666462777,Recovery
2024,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),25.3786342507088,0.3491629532364815,Recovery
2015,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),38.6971848362625,,Pre-Trade War
2016,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.177170692978,-6.512138167019932,Pre-Trade War
2017,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.95085261586,2.1385915704905223,Pre-Trade War
2018,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.8943843914718,-0.1528198144038484,Trade War 1.0
2019,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.1994202738836,-4.5940978431937225,Trade War 1.0
2020,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),34.0389507864581,-3.2968426138725637,Trade War 1.0
2021,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.5206911762676,7.290883921124913,Recovery
2022,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.440719876366,2.5191984884893825,Recovery
2023,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.1051923691138,-3.567045483266029,Recovery
2024,CN,China,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.1984201388065,3.0278962607824145,Recovery
2015,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),77.7565815686922,,Pre-Trade War
2016,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),76.0059902166055,-2.251373860282402,Pre-Trade War
2017,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),77.4548394742448,1.9062303556736993,Pre-Trade War
2018,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),79.1252260463654,2.1565941953517687,Trade War 1.0
2019,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),79.0732427175683,-0.06569754223088031,Trade War 1.0
2020,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),72.9335327120137,-7.764586090751657,Trade War 1.0
2021,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),79.9195348609851,9.578587364685065,Recovery
2022,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),88.7857542130501,11.093932625467872,Recovery
2023,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),81.9625483787634,-7.68502322784097,Recovery
2024,DE,Germany,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),79.0907305894936,-3.5038171043665245,Recovery
2015,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.1649020669781,,Pre-Trade War
2016,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.3636845215556,-1.210940423687834,Pre-Trade War
2017,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.1010608504649,-0.40178835237490995,Pre-Trade War
2018,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.5998858508762,2.302305032868901,Trade War 1.0
2019,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.1714852804959,-0.6432452021607582,Trade War 1.0
2020,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),61.1567709632763,-7.578361428586056,Trade War 1.0
2021,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),62.2468367159421,1.7824122096314898,Recovery
2022,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),67.3176215563989,8.14625305956811,Recovery
2023,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.6323313370668,-1.0179952937849457,Recovery
2024,CA,Canada,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.1499212653783,-2.224760926027902,Recovery
2015,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),70.412974676264,,Pre-Trade War
2016,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.6903034088551,7.494824294605573,Pre-Trade War
2017,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),76.9521260407254,1.667086238318194,Pre-Trade War
2018,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),80.2126616568975,4.23709621024182,Trade War 1.0
2019,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),77.4619722571128,-3.4292458858309893,Trade War 1.0
2020,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),76.8545557056016,-0.7841480584757976,Trade War 1.0
2021,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),83.0692976357895,8.086367650076642,Recovery
2022,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),88.7984855867186,6.8968778044185,Recovery
2023,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),73.5788616365245,-17.139508460795728,Recovery
2024,MX,Mexico,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),74.5889079825143,1.3727398379433708,Recovery
2015,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.4274083544798,,Pre-Trade War
2016,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),31.3102468455884,-11.621401903565399,Pre-Trade War
2017,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),34.4232135721686,9.942325724649525,Pre-Trade War
2018,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.609931802107,6.3524523221921925,Trade War 1.0
2019,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.2164181084145,-3.806381561225136,Trade War 1.0
2020,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),31.335208636773,-11.021022807297198,Trade War 1.0
2021,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),36.7384462280698,17.243343275384817,Recovery
2022,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.8129868368938,27.422337205776024,Recovery
2023,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),45.1508795641248,-3.550526008007404,Recovery
2024,JP,Japan,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.4069516150859,2.7819437031723515,Recovery
2015,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.3881774564907,,Pre-Trade War
2016,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),69.8997221316919,-7.280259995629135,Pre-Trade War
2017,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),73.1921408264016,4.710202836724786,Pre-Trade War
2018,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),74.7075162140824,2.0704072466946943,Trade War 1.0
2019,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),71.4470632403511,-4.364290420776573,Trade War 1.0
2020,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.544957860621,-8.260808929088038,Trade War 1.0
2021,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.3063047610912,14.89259772083058,Recovery
2022,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),90.5851475278549,20.288929081350805,Recovery
2023,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),82.2580090716629,-9.192609035196874,Recovery
2024,KR,South Korea,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),84.6424951192038,2.898788913628514,Recovery
2015,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),41.9229138658647,,Pre-Trade War
2016,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.082485713276,-4.390029181839028,Pre-Trade War
2017,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.7424969545225,1.6466325116855085,Pre-Trade War
2018,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),43.6169693323889,7.055218979521394,Trade War 1.0
2019,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),39.9054035306442,-8.509453679507661,Trade War 1.0
2020,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.7581053292768,-5.380971024935111,Trade War 1.0
2021,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),45.4230887840446,20.30023325567807,Recovery
2022,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),50.0752701498882,10.241886869388184,Recovery
2023,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),44.9928422877561,-10.14957652134294,Recovery
2024,IN,India,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),44.6492935069676,-0.7635631876539262,Recovery
2015,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),57.125044605439,,Pre-Trade War
2016,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),59.8395315138259,4.751833328333976,Pre-Trade War
2017,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.1899245764158,5.598962722186074,Pre-Trade War
2018,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),64.9097721959201,2.7217117776813904,Trade War 1.0
2019,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.0035664177054,0.14449938524232486,Trade War 1.0
2020,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),59.1598893030611,-8.989779233178542,Trade War 1.0
2021,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),58.53838629291,-1.0505479598977963,Recovery
2022,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),69.1989264413981,18.21119580431494,Recovery
2023,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),64.9923841747803,-6.078912611715381,Recovery
2024,GB,UK,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),62.8401605267118,-3.311501301876618,Recovery
2015,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.5046871956484,,Pre-Trade War
2016,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.3427564383351,-0.25499024475849064,Pre-Trade War
2017,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),65.3958481559711,3.2412415137549333,Pre-Trade War
2018,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.8022607812266,2.1506145495676643,Trade War 1.0
2019,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),66.4289771741449,-0.5587888833645471,Trade War 1.0
2020,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),58.8388907240647,-11.425866802348384,Trade War 1.0
2021,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),63.788482630872,8.412109483877384,Recovery
2022,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),75.9630077981996,19.085773270040818,Recovery
2023,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),70.6261450610225,-7.02560745271541,Recovery
2024,FR,France,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),68.1081875443744,-3.565191777736876,Recovery
2015,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),41.4947506939901,,Pre-Trade War
2016,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.813402217321,-1.6420112550954102,Pre-Trade War
2017,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),42.0354135251854,2.9941422216101854,Pre-Trade War
2018,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),43.5732253645218,3.6583720971723688,Trade War 1.0
2019,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),46.0016827052171,5.573278820604832,Trade War 1.0
2020,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),44.499564103879,-3.265355771796019,Trade War 1.0
2021,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),40.2022359390595,-9.657011818785232,Recovery
2022,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),45.6946418805752,13.661941464751749,Recovery
2023,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),49.044339318428,7.330613174751144,Recovery
2024,AU,Australia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),47.1453811065195,-3.8719212824526394,Recovery
2015,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.9536259372369,,Pre-Trade War
2016,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),24.5336820770756,-8.978175573840353,Pre-Trade War
2017,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),24.3197343741684,-0.872057044821295,Pre-Trade War
2018,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),28.876203376153,18.735685726996778,Trade War 1.0
2019,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),28.8902578697354,0.04867154244385663,Trade War 1.0
2020,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),32.3020785443492,11.809588858630171,Trade War 1.0
2021,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),37.6563307592575,16.575565586459607,Recovery
2022,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),38.8160659764321,3.079788162550834,Recovery
2023,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),33.6662298301284,-13.267279969666468,Recovery
2024,BR,Brazil,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),35.5845239385389,5.697977225515727,Recovery
2015,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),144.914228195237,,Pre-Trade War
2016,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),145.409507973118,0.3417744303297221,Pre-Trade War
2017,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),160.98008365887,10.708086357482593,Pre-Trade War
2018,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.663936775893,2.2883906091323736,Trade War 1.0
2019,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.704215031408,0.024460884577193198,Trade War 1.0
2020,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),163.245862814935,-0.8854370947306345,Trade War 1.0
2021,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),186.675832836814,14.3525658891831,Recovery
2022,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),183.153619147836,-1.886807539815305,Recovery
2023,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),164.818071269894,-10.01102132911832,Recovery
2024,VN,Vietnam,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),173.862024782965,5.487234162727983,Recovery
2015,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),329.471398940262,,Pre-Trade War
2016,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),302.839656046574,-8.083172918604909,Pre-Trade War
2017,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),316.794409287568,4.607967603439578,Pre-Trade War
2018,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),326.59658728675,3.0941764475029387,Trade War 1.0
2019,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),324.394985115301,-0.6741044631663584,Trade War 1.0
2020,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),332.040805481913,2.356947769674811,Trade War 1.0
2021,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),329.161383683762,-0.8671891377844188,Recovery
2022,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),332.34956775484,0.968577794696901,Recovery
2023,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),325.69322405378,-2.0028140087638424,Recovery
2024,SG,Singapore,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),322.371427934716,-1.0199156364749884,Recovery
2015,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),131.37007244526,,Pre-Trade War
2016,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),126.8990100257,-3.4034101803689265,Pre-Trade War
2017,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),133.155173371956,4.930033216956531,Pre-Trade War
2018,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),130.402625502126,-2.067173058414362,Trade War 1.0
2019,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),123.028562027943,-5.6548427961389365,Trade War 1.0
2020,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),116.788182437638,-5.072301494418541,Trade War 1.0
2021,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),134.035994690727,14.768456784828299,Recovery
2022,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),146.424604753908,9.242748630146957,Recovery
2023,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),132.593461641599,-9.445914595811711,Recovery
2024,MY,Malaysia,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),137.362571161559,3.5967908680527128,Recovery
2015,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),511434000000.0,,Pre-Trade War
2016,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),474388000000.0,-7.2435543980259425,Pre-Trade War
2017,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),380823000000.0,-19.72330666037083,Pre-Trade War
2018,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),214715000000.0,-43.61816381888699,Trade War 1.0
2019,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),315984000000.0,47.164380690683004,Trade War 1.0
2020,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),137066000000.0,-56.6224872145425,Trade War 1.0
2021,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),477956000000.0,248.705003429005,Recovery
2022,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),416890000000.0,-12.776489886098297,Recovery
2023,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),361944000000.0,-13.179975533114252,Recovery
2024,US,USA,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),297058000000.0,-17.927082642618753,Recovery
2015,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),242489331627.398,,Pre-Trade War
2016,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),174749584584.05,-27.93514526545643,Pre-Trade War
2017,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),166083755721.648,-4.958998262015291,Pre-Trade War
2018,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),235365050036.341,41.71467222285521,Trade War 1.0
2019,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),187169822364.755,-20.476798770312133,Trade War 1.0
2020,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),253095616058.58,35.22244818149656,Trade War 1.0
2021,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),344074977062.48,35.94663646123466,Recovery
2022,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),190203789092.51,-44.72024943041085,Recovery
2023,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),51338076801.59,-73.0089095246044,Recovery
2024,CN,China,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),18556141172.84,-63.85501302560424,Recovery
2015,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),62418993509.2489,,Pre-Trade War
2016,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),58132711370.7803,-6.866951704105073,Pre-Trade War
2017,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),108786501529.106,87.13474559142311,Pre-Trade War
2018,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),162250938125.842,49.14620457983154,Trade War 1.0
2019,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),75463438450.8916,-53.489675115245205,Trade War 1.0
2020,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),176781024357.228,134.26049486503265,Trade War 1.0
2021,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),127609826748.268,-27.814748663068002,Recovery
2022,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),87215414562.4594,-31.65462505132417,Recovery
2023,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),77438957875.1405,-11.209551357825031,Recovery
2024,DE,Germany,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),47599143488.7827,-38.533336714667996,Recovery
2015,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),59986208237.0733,,Pre-Trade War
2016,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),34201872160.6085,-42.98377382774679,Pre-Trade War
2017,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),25357801000.4969,-25.858441662435162,Pre-Trade War
2018,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),42603762048.597,68.0104755446348,Trade War 1.0
2019,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),48942300762.2452,14.877884977429922,Trade War 1.0
2020,CA,Canada,Investment,BX.KLT.DINV.CD.WD,FDI net inflows (USD),29123011879.2997,-40.495212881847976,Trade War 1.0
